STATE/UT,YEAR,Pupose,Total No. of cases reported,Male upto 10 years,Female upto 10 years,Male 10-15 years,Female 10-15 years,Male 15-18 years,Female 15-18 years,Male 18-30 years,Female 18-30 years,Male 30-50 years,Female 30-50 years,Male above 50 years,Female above 50 years,Total Male,Total Female,Grand Total
Arunachal Pradesh,2007,Total,68,0,0,0,3,0,0,13,41,11,0,0,0,24,44,68
Arunachal Pradesh,2008,For Adoption,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arunachal Pradesh,2008,For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arunachal Pradesh,2008,For Camel racing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arunachal Pradesh,2008,For Illicit intercourse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arunachal Pradesh,2008,For marriage,24,0,0,0,2,0,0,0,22,0,0,0,0,0,24,24
Arunachal Pradesh,2008,For Prostitution,4,0,0,0,4,0,0,0,0,0,0,0,0,0,4,4
Arunachal Pradesh,2008,For Ransom,12,0,0,0,0,0,0,3,0,8,0,1,0,12,0,12
Arunachal Pradesh,2008,For Revenge,2,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2
Arunachal Pradesh,2008,For Sale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arunachal Pradesh,2008,For Selling body parts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arunachal Pradesh,2008,For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arunachal Pradesh,2008,For unlawaful activity,3,0,0,0,0,0,0,2,0,1,0,0,0,3,0,3
Arunachal Pradesh,2008,Others,34,0,0,0,5,0,2,11,8,6,2,0,0,17,17,34
Arunachal Pradesh,2008,Total,79,0,0,0,13,0,2,16,30,15,2,1,0,32,47,79
Arunachal Pradesh,2009,For Adoption,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arunachal Pradesh,2009,For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arunachal Pradesh,2009,For Camel racing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arunachal Pradesh,2009,For Illicit intercourse,9,0,2,0,7,0,0,0,0,0,0,0,0,0,9,9
Arunachal Pradesh,2009,For marriage,19,0,0,0,1,0,0,0,18,0,0,0,0,0,19,19
Arunachal Pradesh,2009,For Prostitution,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arunachal Pradesh,2009,For Ransom,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
Arunachal Pradesh,2009,For Revenge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arunachal Pradesh,2009,For Sale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arunachal Pradesh,2009,For Selling body parts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arunachal Pradesh,2009,For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arunachal Pradesh,2009,For unlawaful activity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arunachal Pradesh,2009,Others,33,0,0,6,0,0,0,20,0,7,0,0,0,33,0,33
Arunachal Pradesh,2009,Total,62,0,2,7,8,0,0,20,18,7,0,0,0,34,28,62
Arunachal Pradesh,2010,For Adoption,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arunachal Pradesh,2010,For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arunachal Pradesh,2010,For Camel racing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arunachal Pradesh,2010,For Illicit intercourse,4,0,0,0,3,0,0,0,1,0,0,0,0,0,4,4
Arunachal Pradesh,2010,For marriage,40,0,0,0,0,0,0,0,33,0,7,0,0,0,40,40
Arunachal Pradesh,2010,For Prostitution,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arunachal Pradesh,2010,For Ransom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arunachal Pradesh,2010,For Revenge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arunachal Pradesh,2010,For Sale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arunachal Pradesh,2010,For Selling body parts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arunachal Pradesh,2010,For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arunachal Pradesh,2010,For unlawaful activity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arunachal Pradesh,2010,Others,23,0,0,0,2,0,0,17,0,4,0,0,0,21,2,23
Arunachal Pradesh,2010,Total,67,0,0,0,5,0,0,17,34,4,7,0,0,21,46,67
Arunachal Pradesh,2011,For Adoption,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arunachal Pradesh,2011,For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arunachal Pradesh,2011,For Camel racing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arunachal Pradesh,2011,For Illicit intercourse,13,0,0,0,6,0,0,0,7,0,0,0,0,0,13,13
Arunachal Pradesh,2011,For marriage,39,0,0,0,6,0,0,0,32,0,1,0,0,0,39,39
Arunachal Pradesh,2011,For Prostitution,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arunachal Pradesh,2011,For Ransom,3,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3
Arunachal Pradesh,2011,For Revenge,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
Arunachal Pradesh,2011,For Sale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arunachal Pradesh,2011,For Selling body parts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arunachal Pradesh,2011,For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arunachal Pradesh,2011,For unlawaful activity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arunachal Pradesh,2011,Others,37,0,0,0,3,0,0,25,5,4,0,0,0,29,8,37
Arunachal Pradesh,2011,Total,93,0,0,0,15,0,0,29,44,4,1,0,0,33,60,93
Arunachal Pradesh,2012,For Adoption,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arunachal Pradesh,2012,For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arunachal Pradesh,2012,For Camel racing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arunachal Pradesh,2012,For Illicit intercourse,12,0,1,0,5,0,0,0,6,0,0,0,0,0,12,12
Arunachal Pradesh,2012,For marriage,40,0,0,0,2,0,7,0,30,0,1,0,0,0,40,40
Arunachal Pradesh,2012,For Prostitution,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arunachal Pradesh,2012,For Ransom,2,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
Arunachal Pradesh,2012,For Revenge,3,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3
Arunachal Pradesh,2012,For Sale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arunachal Pradesh,2012,For Selling body parts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arunachal Pradesh,2012,For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arunachal Pradesh,2012,For unlawaful activity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arunachal Pradesh,2012,Others,25,0,0,0,3,0,0,15,1,6,0,0,0,21,4,25
Arunachal Pradesh,2012,Total,82,0,1,0,10,0,9,15,37,9,1,0,0,24,58,82
Assam,2001,For Adoption,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assam,2001,For Begging,6,0,0,1,2,0,0,2,1,0,0,0,0,3,3,6
Assam,2001,For Camel racing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assam,2001,For Illicit intercourse,65,0,1,0,4,0,20,0,28,0,12,0,0,0,65,65
Assam,2001,For marriage,751,0,3,0,34,31,277,24,346,30,0,6,0,91,660,751
Assam,2001,For Prostitution,7,0,0,0,0,0,2,0,5,0,0,0,0,0,7,7
Assam,2001,For Ransom,62,1,0,3,0,6,3,26,0,21,0,2,0,59,3,62
Assam,2001,For Revenge,95,0,0,1,0,3,53,2,36,0,0,0,0,6,89,95
Assam,2001,For Sale,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
Assam,2001,For Selling body parts,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
Assam,2001,For Slavery,10,0,0,3,0,2,0,4,1,0,0,0,0,9,1,10
Assam,2001,For unlawaful activity,54,0,0,3,0,19,4,17,2,9,0,0,0,48,6,54
Assam,2001,Others,428,0,0,10,0,63,92,67,63,54,27,0,52,194,234,428
Assam,2001,Total,1480,1,5,21,41,124,451,142,482,114,39,8,52,410,1070,1480
Assam,2002,For Adoption,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assam,2002,For Begging,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assam,2002,For Camel racing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assam,2002,For Illicit intercourse,81,0,0,0,0,0,0,0,52,0,29,0,0,0,81,81
Assam,2002,For marriage,841,0,0,0,0,0,1,12,325,0,512,0,0,12,838,850
Assam,2002,For Prostitution,12,0,0,0,0,0,0,0,12,0,0,0,0,0,12,12
Assam,2002,For Ransom,71,0,0,0,0,0,0,33,12,26,0,0,0,59,12,71
Assam,2002,For Revenge,106,0,0,0,0,0,0,6,86,6,8,0,0,12,94,106
Assam,2002,For Sale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assam,2002,For Selling body parts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assam,2002,For Slavery,13,0,0,0,0,0,0,8,0,5,0,0,0,13,0,13
Assam,2002,For unlawaful activity,69,0,0,0,0,0,0,43,5,21,0,0,0,64,5,69
Assam,2002,Others,393,0,0,0,0,0,0,89,196,64,44,0,0,153,240,393
Assam,2002,Total,1595,0,0,0,0,0,1,191,688,122,593,0,0,313,1282,1595
Assam,2003,For Adoption,4,0,0,0,0,0,0,0,4,0,0,0,0,0,4,4
Assam,2003,For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assam,2003,For Camel racing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assam,2003,For Illicit intercourse,125,0,0,0,0,0,0,0,101,0,23,0,1,0,125,125
Assam,2003,For marriage,972,0,0,0,0,0,0,0,669,0,303,0,0,0,972,972
Assam,2003,For Prostitution,51,0,0,0,0,0,0,0,29,0,22,0,0,0,51,51
Assam,2003,For Ransom,86,0,0,0,0,0,0,26,34,0,26,0,0,26,60,86
Assam,2003,For Revenge,95,0,0,0,0,0,0,18,45,10,22,0,0,28,67,95
Assam,2003,For Sale,6,0,0,0,0,0,0,0,6,0,0,0,0,0,6,6
Assam,2003,For Selling body parts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assam,2003,For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assam,2003,For unlawaful activity,75,0,0,0,0,0,0,42,6,27,0,0,0,69,6,75
Assam,2003,Others,214,0,0,0,0,0,0,96,48,58,12,0,0,154,60,214
Assam,2003,Total,1628,0,0,0,0,0,0,182,942,95,408,0,1,277,1351,1628
Assam,2004,For Adoption,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assam,2004,For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assam,2004,For Camel racing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assam,2004,For Illicit intercourse,218,0,0,0,0,0,0,0,159,0,59,0,0,0,218,218
Assam,2004,For marriage,1181,0,0,0,0,0,0,0,1022,0,159,0,0,0,1181,1181
Assam,2004,For Prostitution,40,0,0,0,0,0,0,0,27,0,13,0,0,0,40,40
Assam,2004,For Ransom,59,0,0,0,0,0,0,16,26,4,13,0,0,20,39,59
Assam,2004,For Revenge,15,0,2,0,0,0,0,0,9,0,4,0,0,0,15,15
Assam,2004,For Sale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assam,2004,For Selling body parts,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Assam,2004,For Slavery,33,0,0,0,0,0,0,8,14,1,8,2,0,11,22,33
Assam,2004,For unlawaful activity,103,0,0,0,0,0,0,66,0,36,0,1,0,103,0,103
Assam,2004,Others,256,0,0,0,0,0,0,122,27,97,10,0,0,219,37,256
Assam,2004,Total,1906,1,2,0,0,0,0,212,1284,138,266,3,0,354,1552,1906
Assam,2005,For Adoption,2,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
Assam,2005,For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assam,2005,For Camel racing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assam,2005,For Illicit intercourse,129,0,0,0,0,0,0,0,110,0,19,0,0,0,129,129
Assam,2005,For marriage,1228,0,0,0,0,0,14,0,1046,0,168,0,0,0,1228,1228
Assam,2005,For Prostitution,28,0,0,0,0,0,0,0,21,0,7,0,0,0,28,28
Assam,2005,For Ransom,34,0,0,0,0,0,0,9,9,10,6,0,0,19,15,34
Assam,2005,For Revenge,17,0,0,0,0,0,0,0,12,0,5,0,0,0,17,17
Assam,2005,For Sale,37,0,0,0,0,0,2,0,30,0,5,0,0,0,37,37
Assam,2005,For Selling body parts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assam,2005,For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assam,2005,For unlawaful activity,89,0,0,0,0,0,0,69,0,20,0,0,0,89,0,89
Assam,2005,Others,187,0,0,0,0,0,0,101,0,86,0,0,0,187,0,187
Assam,2005,Total,1751,0,0,0,0,0,18,179,1228,116,210,0,0,295,1456,1751
Assam,2006,For Adoption,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assam,2006,For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assam,2006,For Camel racing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assam,2006,For Illicit intercourse,147,0,0,0,0,0,0,0,117,0,30,0,0,0,147,147
Assam,2006,For marriage,1255,0,0,0,0,0,25,0,1032,0,198,0,0,0,1255,1255
Assam,2006,For Prostitution,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assam,2006,For Ransom,51,0,0,0,0,0,0,12,20,11,8,0,0,23,28,51
Assam,2006,For Revenge,25,0,0,0,0,0,0,0,20,0,5,0,0,0,25,25
Assam,2006,For Sale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assam,2006,For Selling body parts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assam,2006,For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assam,2006,For unlawaful activity,126,0,0,0,0,0,0,100,0,26,0,0,0,126,0,126
Assam,2006,Others,221,0,0,0,0,0,0,101,69,31,20,0,0,132,89,221
Assam,2006,Total,1825,0,0,0,0,0,25,213,1258,68,261,0,0,281,1544,1825
Assam,2007,For Adoption,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assam,2007,For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assam,2007,For Camel racing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assam,2007,For Illicit intercourse,119,0,0,0,0,0,0,0,71,0,48,0,0,0,119,119
Assam,2007,For marriage,1249,0,0,0,0,0,29,0,635,0,585,0,0,0,1249,1249
Assam,2007,For Prostitution,44,0,0,0,0,0,0,0,34,0,10,0,0,0,44,44
Assam,2007,For Ransom,37,0,0,0,0,0,0,11,16,6,4,0,0,17,20,37
Assam,2007,For Revenge,15,0,0,0,0,0,0,5,4,0,6,0,0,5,10,15
Assam,2007,For Sale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assam,2007,For Selling body parts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assam,2007,For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assam,2007,For unlawaful activity,7,0,0,0,0,0,0,0,0,7,0,0,0,7,0,7
Assam,2007,Others,500,0,0,0,0,0,0,289,86,111,14,0,0,400,100,500
Assam,2007,Total,1971,0,0,0,0,0,29,305,846,124,667,0,0,429,1542,1971
Assam,2008,For Adoption,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assam,2008,For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assam,2008,For Camel racing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assam,2008,For Illicit intercourse,117,0,0,0,0,0,0,0,79,0,38,0,0,0,117,117
Assam,2008,For marriage,1369,0,0,0,0,0,0,0,746,0,623,0,0,0,1369,1369
Assam,2008,For Prostitution,84,0,0,0,0,0,0,0,69,0,15,0,0,0,84,84
Assam,2008,For Ransom,51,0,0,0,0,0,0,8,29,8,6,0,0,16,35,51
Assam,2008,For Revenge,16,0,0,0,0,0,0,0,7,0,6,3,0,3,13,16
Assam,2008,For Sale,8,0,1,0,4,0,2,0,1,0,0,0,0,0,8,8
Assam,2008,For Selling body parts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assam,2008,For Slavery,6,0,0,0,0,0,0,3,0,2,0,1,0,6,0,6
Assam,2008,For unlawaful activity,6,0,0,0,0,0,0,3,0,2,0,1,0,6,0,6
Assam,2008,Others,582,0,0,0,0,0,0,315,115,104,48,0,0,419,163,582
Assam,2008,Total,2239,0,1,0,4,0,2,329,1046,116,736,5,0,450,1789,2239
Assam,2009,For Adoption,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assam,2009,For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assam,2009,For Camel racing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assam,2009,For Illicit intercourse,135,0,0,0,0,0,0,0,87,0,48,0,0,0,135,135
Assam,2009,For marriage,1595,0,0,0,0,0,0,0,845,0,750,0,0,0,1595,1595
Assam,2009,For Prostitution,95,0,0,0,0,0,0,0,78,0,17,0,0,0,95,95
Assam,2009,For Ransom,60,0,0,0,0,0,0,7,37,11,5,0,0,18,42,60
Assam,2009,For Revenge,15,0,0,0,0,0,0,0,8,0,5,2,0,2,13,15
Assam,2009,For Sale,11,0,0,0,2,0,3,0,6,0,0,0,0,0,11,11
Assam,2009,For Selling body parts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assam,2009,For Slavery,9,0,0,0,0,0,0,3,0,6,0,0,0,9,0,9
Assam,2009,For unlawaful activity,16,0,0,0,0,0,0,8,0,8,0,0,0,16,0,16
Assam,2009,Others,782,0,0,0,0,0,0,374,146,207,55,0,0,581,201,782
Assam,2009,Total,2718,0,0,0,2,0,3,392,1207,232,880,2,0,626,2092,2718
Assam,2010,For Adoption,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assam,2010,For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assam,2010,For Camel racing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assam,2010,For Illicit intercourse,241,0,0,0,5,0,12,0,169,0,55,0,0,0,241,241
Assam,2010,For marriage,2114,0,0,0,0,0,0,0,1689,0,425,0,0,0,2114,2114
Assam,2010,For Prostitution,126,0,0,0,0,0,0,0,75,0,51,0,0,0,126,126
Assam,2010,For Ransom,86,0,0,0,0,0,0,9,49,16,12,0,0,25,61,86
Assam,2010,For Revenge,26,0,0,0,0,0,0,0,14,7,5,0,0,7,19,26
Assam,2010,For Sale,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3
Assam,2010,For Selling body parts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assam,2010,For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assam,2010,For unlawaful activity,29,0,0,0,0,0,0,18,0,11,0,0,0,29,0,29
Assam,2010,Others,625,0,0,0,0,0,0,298,169,124,34,0,0,422,203,625
Assam,2010,Total,3250,0,0,0,5,0,12,325,2168,158,582,0,0,483,2767,3250
Assam,2011,For Adoption,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assam,2011,For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assam,2011,For Camel racing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assam,2011,For Illicit intercourse,255,0,0,0,7,0,22,0,201,0,25,0,0,0,255,255
Assam,2011,For marriage,2715,0,0,0,0,0,0,0,1831,0,884,0,0,0,2715,2715
Assam,2011,For Prostitution,211,0,0,0,0,0,0,0,135,0,76,0,0,0,211,211
Assam,2011,For Ransom,87,0,0,0,0,0,0,24,19,23,21,0,0,47,40,87
Assam,2011,For Revenge,31,0,0,0,0,0,0,0,15,6,10,0,0,6,25,31
Assam,2011,For Sale,2,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2
Assam,2011,For Selling body parts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assam,2011,For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assam,2011,For unlawaful activity,39,0,0,0,0,0,0,21,0,18,0,0,0,39,0,39
Assam,2011,Others,424,0,0,0,0,0,0,198,125,64,37,0,0,262,162,424
Assam,2011,Total,3764,0,0,0,7,0,22,243,2328,111,1053,0,0,354,3410,3764
Assam,2012,For Adoption,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assam,2012,For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assam,2012,For Camel racing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assam,2012,For Illicit intercourse,196,0,0,0,4,0,9,0,172,0,11,0,0,0,196,196
Assam,2012,For marriage,2963,0,0,0,12,0,43,0,2051,0,857,0,0,0,2963,2963
Assam,2012,For Prostitution,42,0,0,0,0,0,0,0,29,0,13,0,0,0,42,42
Assam,2012,For Ransom,56,0,0,0,0,0,0,13,21,9,13,0,0,22,34,56
Assam,2012,For Revenge,36,0,0,0,0,0,0,4,12,8,12,0,0,12,24,36
Assam,2012,For Sale,2,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2
Assam,2012,For Selling body parts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assam,2012,For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assam,2012,For unlawaful activity,46,0,0,0,0,0,0,30,0,16,0,0,0,46,0,46
Assam,2012,Others,471,0,0,0,0,0,0,126,100,136,109,0,0,262,209,471
Assam,2012,Total,3812,0,0,0,16,0,52,173,2387,169,1015,0,0,342,3470,3812
Bihar,2001,For Adoption,18,0,0,0,0,0,0,15,0,3,0,0,0,18,0,18
Bihar,2001,For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bihar,2001,For Camel racing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bihar,2001,For Illicit intercourse,46,0,0,0,2,0,5,0,35,0,4,0,0,0,46,46
Bihar,2001,For marriage,555,0,0,0,27,9,131,54,319,8,7,0,0,71,484,555
Bihar,2001,For Prostitution,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bihar,2001,For Ransom,492,76,0,17,0,75,3,195,2,111,1,12,0,486,6,492
Bihar,2001,For Revenge,182,5,0,1,0,29,0,107,0,34,1,5,0,181,1,182
Bihar,2001,For Sale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bihar,2001,For Selling body parts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bihar,2001,For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bihar,2001,For unlawaful activity,18,2,0,0,0,0,0,7,6,3,0,0,0,12,6,18
Bihar,2001,Others,848,0,0,33,5,47,3,451,27,260,1,21,0,812,36,848
Bihar,2001,Total,2159,83,0,51,34,160,142,829,389,419,14,38,0,1580,579,2159
Bihar,2002,For Adoption,3,0,1,0,0,0,0,2,0,0,0,0,0,2,1,3
Bihar,2002,For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bihar,2002,For Camel racing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bihar,2002,For Illicit intercourse,69,0,0,0,2,0,0,0,66,0,1,0,0,0,69,69
Bihar,2002,For marriage,609,0,0,3,5,0,1,117,301,7,0,0,0,127,307,434
Bihar,2002,For Prostitution,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
Bihar,2002,For Ransom,397,3,0,3,1,2,0,278,2,90,1,17,0,393,4,397
Bihar,2002,For Revenge,155,3,0,3,1,1,0,95,0,49,0,3,0,154,1,155
Bihar,2002,For Sale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bihar,2002,For Selling body parts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bihar,2002,For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bihar,2002,For unlawaful activity,19,0,0,0,0,1,0,4,7,3,0,0,0,8,7,15
Bihar,2002,Others,1108,1,0,0,0,0,0,875,36,339,16,19,1,1234,53,1287
Bihar,2002,Total,2361,7,1,9,9,4,2,1371,412,488,18,39,1,1918,443,2361
Bihar,2003,For Adoption,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bihar,2003,For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bihar,2003,For Camel racing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bihar,2003,For Illicit intercourse,43,0,0,0,0,0,0,6,41,4,0,0,0,10,41,51
Bihar,2003,For marriage,679,0,0,4,1,1,14,116,501,42,0,0,0,163,516,679
Bihar,2003,For Prostitution,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
Bihar,2003,For Ransom,374,1,0,1,0,4,0,242,2,120,1,3,0,371,3,374
Bihar,2003,For Revenge,136,0,0,0,0,0,0,90,2,36,0,8,0,134,2,136
Bihar,2003,For Sale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bihar,2003,For Selling body parts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bihar,2003,For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bihar,2003,For unlawaful activity,49,0,0,0,0,0,0,25,7,17,0,0,0,42,7,49
Bihar,2003,Others,1145,0,0,1,0,10,2,672,43,364,12,41,0,1088,57,1145
Bihar,2003,Total,2427,1,0,6,1,15,16,1151,597,583,13,52,0,1808,627,2435
Bihar,2004,For Adoption,8,0,0,0,0,0,0,5,3,0,0,0,0,5,3,8
Bihar,2004,For Begging,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
Bihar,2004,For Camel racing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bihar,2004,For Illicit intercourse,57,0,0,0,1,0,0,0,52,0,4,0,0,0,57,57
Bihar,2004,For marriage,833,0,0,1,2,7,0,55,754,5,9,0,0,68,765,833
Bihar,2004,For Prostitution,2,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2
Bihar,2004,For Ransom,405,3,0,8,0,0,0,207,1,175,3,8,0,401,4,405
Bihar,2004,For Revenge,152,1,0,3,0,0,0,107,0,39,0,2,0,152,0,152
Bihar,2004,For Sale,3,0,0,0,1,0,0,0,2,0,0,0,0,0,3,3
Bihar,2004,For Selling body parts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bihar,2004,For Slavery,10,0,0,0,0,0,0,5,0,5,0,0,0,10,0,10
